;Branch;Tenure;Salary;Department;JobSatisfaction;WorkLifeBalance;CommuteDistance;MaritalStatus;Education;PerformanceRating;TrainingHours;OverTime;NumProjects;YearsSincePromotion;EnvironmentSatisfaction;ChurnLikelihood
1271;Seattle;8,0000;61500;Sales;4;4;Long;Divorced;Bachelor;4;30,0000;Yes;4;1;3;Moderately Likely to Churn
1272;Scranton;7,0000;66500;Sales;1;4;Short;Divorced;Bachelor;4;30,0000;Yes;4;0;3;Moderately Likely to Churn
1273;Chicago;6,0000;70000;Sales;5;4;Long;Married;Bachelor;4;12,0000;Yes;3;0;1;Highly Likely to Churn'
1274;Philadelphia;8,0000;71000;Research and Development;3;4;Short;Married;Bachelor;3;30,0000;Yes;3;2;2;Highly Likely to Churn'
1275;Miami;10,0000;74000;Sales;2;4;Medium;Single;High School;3;63,0000;Yes;3;0;3;Highly Likely to Churn'
1276;San Francisco;17,5000;87500;Customer Service;5;4;Long;Married;Bachelor;3;12,0000;Yes;4;5;3;Moderately Likely to Churn
1277;San Francisco;7,0000;82000;Sales;2;4;Short;Divorced;Bachelor;4;18,0000;Yes;3;0;3;Moderately Likely to Churn
1278;Denver;4,0000;63000;Product Management;5;3;Medium;Single;High School;4;40,0000;Yes;4;0;4;Highly Likely to Churn'
1279;Chicago;5,0000;65500;Sales;2;3;Medium;Married;High School;3;40,0000;Yes;3;0;3;Moderately Likely to Churn
1280;Scranton;7,0000;53000;Operations;2;4;Long;Married;Bachelor;4;24,0000;Yes;3;0;2;Highly Likely to Churn'
1281;New York;5,0000;63000;Marketing;5;4;Medium;Single;High School;3;63,0000;Yes;3;0;2;Highly Likely to Churn'
1282;San Francisco;2,0000;70500;Research and Development;5;4;Medium;Single;Master;4;24,0000;Yes;4;0;3;Moderately Likely to Churn
1283;Chicago;10,0000;80000;Sales;5;4;Medium;Single;Bachelor;3;34,6456;Yes;3;1;2;Highly Likely to Churn'
1284;New York;12,0000;71500;Administration;4;4;Medium;Single;High School;4;56,0000;Yes;4;3;3;Moderately Likely to Churn
1285;Atlanta;3,0000;61000;Accounting;4;4;Medium;Divorced;High School;3;63,0000;Yes;3;0;2;Highly Likely to Churn'
1286;Scranton;6,0000;69500;Sales;4;4;Medium;Married;Bachelor;4;12,0000;Yes;4;0;3;Moderately Likely to Churn
1287;Philadelphia;7,0000;71500;Human Resources;1;4;Short;Married;Master;3;34,6456;Yes;3;1;2;Highly Likely to Churn'
1288;Miami;2,0000;56500;Operations;3;4;Short;Single;Bachelor;4;24,0000;Yes;3,5;0;3;Highly Likely to Churn'
1289;Los Angeles;1,0000;69000;Legal;3;4;Long;Married;Bachelor;3;24,0000;Yes;2;0;1;Highly Likely to Churn'
1290;Los Angeles;9,0000;70000;Customer Service;4;4;Medium;Married;Bachelor;4;34,6456;Yes;3;0;2;Highly Likely to Churn'
1291;Chicago;10,0000;74000;IT Support;4;4;Long;Married;Bachelor;4;12,0000;Yes;3;0;3;Moderately Likely to Churn
1292;Atlanta;9,0000;81500;Sales;1;3;Medium;Divorced;Master;3;24,0000;Yes;2;0;1;Highly Likely to Churn'
1293;Scranton;14,0000;63000;IT Support;5;4;Long;Single;Bachelor;4;34,6456;Yes;3;5;3;Moderately Likely to Churn
1294;Los Angeles;13,0000;78000;Sales;3;4;Medium;Married;Bachelor;4;30,0000;Yes;4;5;3;Moderately Likely to Churn
1295;Philadelphia;10,0000;71000;Research and Development;5;3;Medium;Married;High School;3;63,0000;Yes;2;4;2;Highly Likely to Churn'
1296;San Francisco;14,0000;77500;Accounting;5;3;Short;Married;High School;3;56,0000;Yes;3;0;3;Moderately Likely to Churn
1297;Seattle;9,0000;77000;Human Resources;3;3;Long;Married;Bachelor;3;30,0000;Yes;4;2;4;Moderately Likely to Churn
1298;Chicago;13,0000;59000;Human Resources;5;4;Long;Married;High School;3;63,0000;Yes;3;4;3;Moderately Likely to Churn
1299;Seattle;3,0000;78000;Sales;5;4;Long;Married;Master;3;12,0000;Yes;3;0;2;Highly Likely to Churn'
1300;Los Angeles;9,0000;76000;Sales;5;5;Short;Married;Master;4;12,0000;Yes;3;2;3;Moderately Likely to Churn
1301;Atlanta;7,0000;58500;Procurement;3;4;Medium;Married;High School;4;32,0000;Yes;4;0;3;Highly Likely to Churn'
1302;New York;5,0000;82000;Sales;3;4;Short;Married;Bachelor;4;24,0000;Yes;4;0;3;Moderately Likely to Churn
1303;New York;2,0000;64000;Marketing;5;4;Short;Married;Bachelor;3;12,0000;Yes;3,5;0;2;Highly Likely to Churn'
1304;Chicago;4,0000;66500;Accounting;4;4;Short;Married;Bachelor;4;18,0000;Yes;4;0;3;Moderately Likely to Churn
1305;Philadelphia;7,0000;72000;Public Relations;5;4;Long;Married;Bachelor;4;35,5498;Yes;4;0;2;Moderately Likely to Churn
1306;Boston;8,0000;66000;Quality Assurance;3;4;Short;Married;Bachelor;3;6,0000;Yes;3;2;3;Moderately Likely to Churn
1307;Los Angeles;15,0000;77500;IT Support;3;4;Long;Married;Bachelor;3;18,0000;Yes;2;2;1;Highly Likely to Churn'
1308;Philadelphia;8,0000;77000;Research and Development;4;4;Long;Single;Bachelor;3;29,5983;Yes;4;2;3;Moderately Likely to Churn
1309;Philadelphia;6,0000;69500;Accounting;3;4;Medium;Divorced;Bachelor;4;12,0000;Yes;4;0;2;Highly Likely to Churn'
1310;Philadelphia;4,0000;65500;Marketing;5;4;Long;Married;Bachelor;5;34,6456;Yes;4;0;3;Moderately Likely to Churn
1311;Los Angeles;16,0000;84500;Research and Development;4;4;Short;Divorced;Bachelor;4;24,0000;Yes;3;4;2;Highly Likely to Churn'
1312;San Francisco;7,0000;66500;Customer Service;5;4;Long;Married;Bachelor;4;30,0000;Yes;3;0;2;Highly Likely to Churn'
1313;San Francisco;7,0000;66500;Product Management;3;4;Medium;Married;High School;3;63,0000;Yes;4;1;2;Highly Likely to Churn'
1314;Dallas;13,0000;75000;Research and Development;3;4;Short;Married;Bachelor;4;18,0000;Yes;3;5;2;Highly Likely to Churn'
1315;Scranton;12,0000;65500;Sales;3;4;Long;Married;Bachelor;3;30,0000;Yes;2;1;2;Highly Likely to Churn'
1316;Philadelphia;8,0000;75500;Sales;5;4;Short;Single;Bachelor;3;12,0000;Yes;3;2;2;Highly Likely to Churn'
1317;Scranton;5,0000;48000;Research and Development;3;4;Short;Married;Bachelor;4;6,0000;Yes;4;0;3;Moderately Likely to Churn
1318;Boston;6,0000;66000;Procurement;5;4;Medium;Married;Bachelor;4;24,0000;Yes;3;0;2;Highly Likely to Churn'
1319;Denver;8,0000;64000;IT Support;3;4;Long;Single;High School;3;40,0000;Yes;3;0;2;Highly Likely to Churn'
1320;San Francisco;9,0000;68000;Customer Service;5;3;Medium;Single;Bachelor;3;6,0436;Yes;5,5;2;3;Moderately Likely to Churn
1321;Seattle;15,0000;66000;Quality Assurance;4;4;Short;Single;Bachelor;3;12,0000;Yes;3;5;2;Highly Likely to Churn'
1322;Scranton;17,5000;72000;Product Management;4;4;Long;Married;Bachelor;4;30,0000;Yes;3;5;1;Highly Likely to Churn'
1323;Miami;2,0000;66500;Marketing;3;3;Medium;Single;Master;3;12,0000;Yes;3,5;0;4;Highly Likely to Churn'
1324;Philadelphia;6,0000;69000;Administration;2;4;Short;Married;Bachelor;3;12,0000;Yes;4;0;3;Moderately Likely to Churn
1325;Chicago;5,0000;68000;Research and Development;4;4;Medium;Divorced;Bachelor;3;12,0000;Yes;3;0;2;Highly Likely to Churn'
1326;Los Angeles;14,0000;84000;Public Relations;5;4;Medium;Married;Bachelor;4;24,0000;Yes;3;5;1;Highly Likely to Churn'
1327;Philadelphia;6,0000;71000;Marketing;3;4;Medium;Single;Bachelor;3;30,0000;Yes;4;0;3;Moderately Likely to Churn
1328;Philadelphia;14,0000;77000;Human Resources;2;3;Medium;Married;Bachelor;4;11,4752;Yes;3;0;2;Highly Likely to Churn'
1329;Scranton;5,0000;61500;Sales;3;4;Medium;Divorced;High School;4;48,0000;Yes;2;0;2;Highly Likely to Churn'
1330;New York;3,0000;58500;Procurement;4;4;Long;Divorced;Bachelor;4;30,0000;Yes;4;0;2;Highly Likely to Churn'
1331;Philadelphia;12,0000;63500;Human Resources;2;4;Medium;Married;High School;3;48,0000;Yes;4;2;4;Moderately Likely to Churn
1332;San Francisco;7,0000;63000;Administration;5;4;Short;Married;Bachelor;4;30,0000;Yes;4;0;3;Moderately Likely to Churn
1333;Scranton;4,0000;52000;Administration;4;4;Long;Single;High School;3;63,0000;Yes;4;0;3;Moderately Likely to Churn
1334;Chicago;17,5000;84500;Sales;2;3;Short;Single;Bachelor;3;17,4145;Yes;2;5;1;Highly Likely to Churn'
1335;Scranton;8,0000;54500;IT Support;4;5;Short;Divorced;High School;4;63,0000;Yes;3;0;2;Highly Likely to Churn'
1336;Boston;10,0000;66500;Administration;2;4;Medium;Married;High School;4;34,6456;Yes;3;0;2;Highly Likely to Churn'
1337;Boston;12,0000;64500;Research and Development;5;3;Short;Divorced;Bachelor;3;34,6456;Yes;4;4;3;Moderately Likely to Churn
1338;Miami;11,0000;71500;Procurement;1;4;Long;Married;High School;3;34,6456;Yes;3;4;2;Highly Likely to Churn'
1339;Denver;6,0000;70500;Sales;5;4;Medium;Single;Bachelor;4;6,0000;Yes;2;0;2;Highly Likely to Churn'
1340;San Francisco;13,0000;79500;Research and Development;2;4;Short;Married;Bachelor;3;24,0000;Yes;3;5;2;Highly Likely to Churn'
1341;Los Angeles;3,0000;60000;Administration;2;3;Short;Single;High School;4;63,0000;Yes;4;0;3;Moderately Likely to Churn
1342;Seattle;4,0000;70500;Administration;2;4;Long;Married;Bachelor;4;18,0000;Yes;4;0;3;Moderately Likely to Churn
1343;Dallas;9,0000;65500;Administration;2;3;Long;Single;Bachelor;3;36,0000;Yes;4;3;3;Moderately Likely to Churn
1344;Boston;7,0000;62500;Administration;2;3;Medium;Single;Bachelor;3;18,0000;Yes;4;0;4;Moderately Likely to Churn
1345;Denver;9,0000;69000;Research and Development;3;4;Medium;Divorced;Master;4;18,0000;Yes;4;1;3;Highly Likely to Churn'
1346;Boston;11,0000;72500;Procurement;4;3;Short;Divorced;High School;4;48,0000;Yes;5;5;3;Moderately Likely to Churn
1347;Denver;5,0000;70500;Accounting;3;4;Medium;Divorced;Bachelor;3;24,0000;Yes;3;0;2;Highly Likely to Churn'
1348;Los Angeles;4,0000;67000;Facilities Management;2;4;Medium;Married;Bachelor;4;36,0000;Yes;4;0;4;Moderately Likely to Churn
1349;Dallas;5,0000;60000;Facilities Management;5;4;Medium;Single;Bachelor;3;34,6456;Yes;4;0;2;Highly Likely to Churn'
1350;Dallas;4,0000;52000;Procurement;3;4;Medium;Married;Bachelor;3;24,0000;Yes;4;0;3;Moderately Likely to Churn
1351;Boston;6,0000;71000;Sales;4;4;Medium;Married;High School;3;63,0000;Yes;2;0;2;Highly Likely to Churn'
1352;Boston;9,0000;63000;Research and Development;4;4;Medium;Divorced;High School;3;48,0000;Yes;3;2;3;Moderately Likely to Churn
1353;Scranton;3,0000;49500;Legal;3;5;Short;Married;Bachelor;4;6,0000;Yes;4;0;2;Highly Likely to Churn'
1354;Atlanta;2,0000;53000;Human Resources;3;4;Long;Married;Bachelor;3;30,0000;Yes;3;0;2;Highly Likely to Churn'
1355;Scranton;8,0000;52000;Public Relations;4;4;Long;Single;High School;4;48,0000;Yes;4;2;3;Moderately Likely to Churn
1356;Atlanta;11,0000;71000;Sales;5;3;Medium;Single;High School;4;56,0000;Yes;4;3;2;Highly Likely to Churn'
1357;New York;7,0000;66500;Operations;4;4;Long;Single;High School;3;63,0000;Yes;3;0;2;Highly Likely to Churn'
1358;Miami;5,0000;63500;Legal;4;5;Short;Married;Master;4;30,0000;Yes;3;0;2;Highly Likely to Churn'
1359;Philadelphia;3,0000;68000;Marketing;2;4;Medium;Married;High School;3;56,0000;Yes;3;0;3;Moderately Likely to Churn
1360;Denver;5,0000;69500;Operations;4;4;Long;Married;Bachelor;3;6,0000;Yes;3;0;2;Highly Likely to Churn'
1361;Philadelphia;8,0000;70500;Accounting;3;4;Medium;Single;Bachelor;3;34,6456;Yes;4;2;2;Highly Likely to Churn'
1362;Seattle;8,0000;66500;Marketing;3;3;Short;Divorced;Bachelor;3;24,0000;Yes;4;2;3;Moderately Likely to Churn
1363;Scranton;11,0000;65000;Marketing;5;4;Long;Married;Bachelor;4;36,0000;Yes;3;5;2;Highly Likely to Churn'
1364;Scranton;7,0000;59000;Customer Service;5;4;Medium;Married;Master;4;24,0000;Yes;4;1;3;Moderately Likely to Churn
1365;Philadelphia;17,5000;86500;Research and Development;4;4;Medium;Divorced;High School;3;63,0000;Yes;3;1;2;Highly Likely to Churn'
1366;Scranton;2,0000;65000;Product Management;5;4;Medium;Married;Bachelor;4;24,0000;Yes;4;0;2;Highly Likely to Churn'
1367;Atlanta;5,0000;72000;Product Management;2;4;Long;Married;High School;4;56,0000;Yes;5;0;3;Highly Likely to Churn'
1368;Boston;5,0000;84000;Sales;3;4;Long;Married;Bachelor;3;12,0000;Yes;3,5;0;2;Highly Likely to Churn'
1369;Scranton;12,0000;55500;Accounting;2;2;Long;Single;High School;4;34,6456;Yes;3;3;3;Moderately Likely to Churn
1370;Atlanta;5,0000;63000;Sales;3;4;Long;Married;Bachelor;4;6,0198;Yes;5;0;2;Highly Likely to Churn'
1371;Dallas;8,0000;58000;Research and Development;2;4;Medium;Married;Bachelor;4;18,0000;Yes;4;1;3;Moderately Likely to Churn
1372;Boston;1,0000;72500;Sales;3;4;Short;Married;Bachelor;3;24,0000;Yes;3,5;0;4;Moderately Likely to Churn
1373;Seattle;4,0000;51000;Accounting;4;4;Long;Married;High School;4;63,0000;Yes;4;0;3;Moderately Likely to Churn
1374;Boston;5,0000;69500;Sales;3;5;Short;Married;Bachelor;4;30,0000;Yes;3;0;2;Highly Likely to Churn'
1375;Seattle;8,0000;58500;Accounting;4;4;Medium;Married;Bachelor;4;36,0000;Yes;4;2;3;Moderately Likely to Churn
1376;Scranton;11,0000;56000;Accounting;3;4;Short;Married;Bachelor;4;12,0000;Yes;4;2;2;Highly Likely to Churn'
1377;Los Angeles;11,0000;73000;Facilities Management;3;4;Medium;Married;Master;4;24,0000;Yes;2;1;1;Highly Likely to Churn'
1378;Scranton;7,0000;59500;Marketing;2;4;Long;Divorced;Bachelor;3;34,6456;Yes;2;0;1;Highly Likely to Churn'
1379;Dallas;4,0000;66500;IT Support;3;4;Long;Married;Bachelor;4;36,0000;Yes;4;0;3;Moderately Likely to Churn
1380;Boston;4,0000;69500;Accounting;3;4;Short;Divorced;Bachelor;4;18,0000;Yes;3;0;2;Highly Likely to Churn'
1381;Unknown;2,0000;69500;Marketing;2;4;Short;Married;Bachelor;4;34,6456;Yes;4;0;3;Moderately Likely to Churn
1382;New York;8,0000;83000;Legal;3;5;Short;Married;High School;3;48,1346;Yes;2;1;2;Highly Likely to Churn'
1383;Boston;12,0000;70500;Research and Development;3;4;Long;Married;Bachelor;3;34,6456;Yes;5;5;3;Moderately Likely to Churn
1384;Scranton;3,0000;48000;Public Relations;2;4;Medium;Married;High School;4;63,0000;Yes;5,5;0;4;Moderately Likely to Churn
1385;Los Angeles;4,0000;62500;Procurement;2;3;Medium;Single;Bachelor;3;24,0000;Yes;4;0;2;Highly Likely to Churn'
1386;New York;6,0000;61000;Human Resources;4;4;Long;Married;High School;3;63,0000;Yes;2;0;2;Highly Likely to Churn'
1387;Boston;12,0000;69500;Product Management;3;4;Long;Single;High School;4;40,0000;Yes;3;5;3;Moderately Likely to Churn
1388;Los Angeles;10,0000;75500;Legal;3;4;Medium;Married;Bachelor;4;12,0000;Yes;4;4;4;Moderately Likely to Churn
1389;Atlanta;4,0000;61000;Administration;3;4;Medium;Divorced;Master;4;30,0000;Yes;4;0;3;Highly Likely to Churn'
1390;Chicago;7,0000;73500;Marketing;3;4;Long;Married;Bachelor;4;30,0000;Yes;4;0;3;Moderately Likely to Churn
1391;Denver;8,0000;57500;Human Resources;5;4;Short;Married;High School;4;32,0000;Yes;4;1;3;Highly Likely to Churn'
1392;Boston;17,5000;67000;Accounting;3;4;Short;Single;High School;3;56,0000;Yes;4;3;2;Highly Likely to Churn'
1393;Miami;7,0000;66000;Research and Development;3;3;Medium;Married;Bachelor;3;24,0000;Yes;3;0;2;Highly Likely to Churn'
1394;Los Angeles;6,0000;69000;Customer Service;3;4;Long;Single;Bachelor;4;12,0000;Yes;3,5;0;3;Moderately Likely to Churn
1395;Denver;13,0000;80500;Quality Assurance;5;4;Long;Married;Bachelor;3;34,6456;Yes;3,5;4;2;Highly Likely to Churn'
1396;Los Angeles;6,0000;64500;Procurement;3;3;Medium;Married;High School;3;63,0000;Yes;3;0;2;Highly Likely to Churn'
1397;Philadelphia;5,0000;74500;Sales;3;4;Long;Divorced;Bachelor;3;24,0000;Yes;4;0;3;Moderately Likely to Churn
1398;Philadelphia;0,0000;72500;Product Management;5;3;Short;Single;Master;4;12,0000;Yes;4;0;2;Highly Likely to Churn'
1399;Seattle;13,0000;71000;Marketing;3;4;Long;Married;Bachelor;3;30,0000;Yes;2;2;2;Highly Likely to Churn'
1400;Los Angeles;4,0000;62000;Sales;5;4;Medium;Married;High School;3;32,0000;Yes;3;0;1;Highly Likely to Churn'
1401;Scranton;6,0000;65500;Accounting;2;4;Short;Single;Bachelor;3;24,0000;Yes;3,5;0;3;Moderately Likely to Churn
1402;Dallas;5,0000;62500;Research and Development;4;4;Medium;Married;Bachelor;4;30,0000;Yes;4;0;3;Moderately Likely to Churn
1403;Unknown;8,0000;68000;Human Resources;4;4;Medium;Single;Bachelor;4;24,0000;Yes;3;0;3;Highly Likely to Churn'
1404;Los Angeles;8,0000;75000;Customer Service;4;4;Medium;Single;Master;3;34,6456;Yes;3;2;3;Moderately Likely to Churn
1405;Los Angeles;13,0000;63500;Customer Service;3;4;Short;Divorced;Bachelor;4;34,6456;Yes;3;4;2;Highly Likely to Churn'
1406;Philadelphia;4,0000;61000;Operations;3;4;Short;Single;Bachelor;3;12,0000;Yes;3;0;2;Highly Likely to Churn'
1407;San Francisco;8,0000;70500;Product Management;5;4;Medium;Single;High School;3;32,0000;Yes;3;0;2;Highly Likely to Churn'
1408;Miami;13,0000;75500;Accounting;3;4;Medium;Married;High School;4;63,0000;Yes;4;0;3;Highly Likely to Churn'
1409;Denver;7,0000;66000;Accounting;3;4;Medium;Married;High School;4;63,0000;Yes;4;1;2;Highly Likely to Churn'
1410;Miami;13,0000;65500;Quality Assurance;2;4;Medium;Divorced;Master;4;34,6456;Yes;3;3;2;Highly Likely to Churn'
1411;Philadelphia;10,0000;53500;Procurement;2;4;Long;Married;High School;3;63,0000;Yes;3;0;3;Moderately Likely to Churn
1412;Boston;5,0000;72500;Human Resources;2;4;Long;Single;Bachelor;3;36,0000;Yes;3;0;2;Highly Likely to Churn'
1413;Dallas;7,0000;60000;Quality Assurance;4;4;Short;Married;Bachelor;3;34,6456;Yes;3,5;0;3;Moderately Likely to Churn
1414;Chicago;8,0000;69500;Customer Service;3;4;Medium;Married;Bachelor;3;36,0000;Yes;2;1;2;Highly Likely to Churn'
1415;Philadelphia;8,0000;66500;Administration;4;3;Short;Single;High School;4;63,0000;Yes;3;1;2;Highly Likely to Churn'
1416;New York;3,0000;62000;Facilities Management;4;4;Short;Divorced;Bachelor;4;18,0000;Yes;4;0;2;Highly Likely to Churn'
1417;Boston;3,0000;61000;Quality Assurance;4;4;Medium;Married;Bachelor;4;18,0000;Yes;3;0;2;Highly Likely to Churn'
1418;Miami;14,0000;68000;IT Support;4;4;Long;Married;Bachelor;4;18,0000;Yes;4;4;2;Highly Likely to Churn'
1419;Boston;9,0000;67500;Public Relations;5;4;Medium;Divorced;High School;3;63,0000;Yes;3;1;2;Highly Likely to Churn'
1420;Philadelphia;5,0000;64500;Legal;3;4;Medium;Married;Bachelor;3;12,0000;Yes;3;0;2;Highly Likely to Churn'
1421;Los Angeles;3,0000;68500;Research and Development;3;3;Short;Single;Master;3;30,0000;Yes;5;0;4;Moderately Likely to Churn
1422;Scranton;5,0000;46000;Accounting;2;4;Medium;Married;Bachelor;3;18,0000;Yes;4;0;3;Moderately Likely to Churn
1423;Los Angeles;4,0000;67500;Accounting;3;4;Medium;Single;Bachelor;3;30,0000;Yes;3,5;0;2;Highly Likely to Churn'
1424;New York;4,0000;69500;Product Management;4;4;Medium;Divorced;Bachelor;4;34,6456;Yes;5;0;3;Moderately Likely to Churn
1425;Seattle;4,0000;67000;Sales;2;3;Long;Single;Bachelor;4;24,0000;Yes;4;0;3;Moderately Likely to Churn
1426;New York;7,0000;69500;Accounting;4;3;Long;Single;Bachelor;3;6,0000;Yes;2;0;2;Highly Likely to Churn'
1427;Philadelphia;5,0000;77000;Legal;3;4;Medium;Divorced;High School;3;63,0000;Yes;4;0;5;Moderately Likely to Churn
1428;New York;4,0000;66500;Product Management;4;4;Medium;Married;Bachelor;3;34,6456;Yes;2;0;2;Highly Likely to Churn'
1429;Denver;13,0000;76500;Customer Service;4;4;Medium;Married;Bachelor;3;12,0000;Yes;2;0;3;Highly Likely to Churn'
1430;Scranton;6,0000;73000;Sales;4;4;Long;Divorced;Bachelor;4;30,0000;Yes;3;0;3;Moderately Likely to Churn
1431;Boston;5,0000;71000;Accounting;2;4;Medium;Married;Bachelor;5;30,0000;Yes;3;0;2;Highly Likely to Churn'
1432;Denver;14,0000;63500;IT Support;1;4;Medium;Married;Bachelor;4;12,0000;Yes;4;3;3;Highly Likely to Churn'
1433;New York;3,0000;59000;Legal;4;4;Short;Single;High School;4;63,0000;Yes;3;0;2;Highly Likely to Churn'
1434;Philadelphia;5,0000;78500;Sales;4;4;Medium;Divorced;High School;4;63,0000;Yes;3;0;3;Moderately Likely to Churn
1435;Philadelphia;9,0000;70000;Research and Development;3;4;Short;Divorced;Bachelor;3;30,0000;Yes;3;3;2;Highly Likely to Churn'
1436;San Francisco;3,0000;53500;Marketing;3;4;Short;Single;High School;3;34,6456;Yes;4;0;2;Highly Likely to Churn'
1437;Scranton;7,0000;63500;Marketing;3;4;Long;Married;Master;4;36,0000;Yes;4;1;3;Moderately Likely to Churn
1438;Miami;12,0000;75500;Operations;5;4;Short;Married;Bachelor;4;36,0000;Yes;4;4;2;Highly Likely to Churn'
1439;Scranton;13,0000;53500;Quality Assurance;3;3;Short;Married;High School;4;63,0000;Yes;5;3;3;Moderately Likely to Churn
1440;New York;4,0000;67500;Operations;5;4;Short;Married;Master;4;34,6456;Yes;3,5;0;2;Highly Likely to Churn'
1441;Miami;7,0000;68000;Research and Development;5;4;Long;Married;Bachelor;4;24,0000;Yes;3;0;4;Highly Likely to Churn'
1442;Scranton;2,0000;47500;Legal;2;4;Medium;Married;Bachelor;3;12,0000;Yes;4;0;3;Moderately Likely to Churn
1443;Seattle;15,0000;75000;Research and Development;5;4;Medium;Married;Bachelor;4;24,0000;Yes;3;2;3;Moderately Likely to Churn
1444;New York;13,0000;73500;Operations;2;4;Long;Married;Bachelor;4;12,0000;Yes;4;5;4;Moderately Likely to Churn
1445;Philadelphia;3,0000;53500;Public Relations;3;2;Short;Married;High School;2;40,0000;Yes;4;0;2;Highly Likely to Churn'
1446;Los Angeles;15,0000;70000;Accounting;3;4;Short;Divorced;High School;3;63,0000;Yes;4;4;4;Moderately Likely to Churn
1447;Boston;11,0000;51500;Customer Service;3;4;Long;Married;High School;3;63,0000;Yes;3;1;1;Highly Likely to Churn'
1448;Boston;6,0000;71500;Sales;4;3;Short;Single;Bachelor;3;36,0000;Yes;3,5;0;2;Highly Likely to Churn'
1449;New York;12,0000;77000;Customer Service;3;4;Medium;Married;Bachelor;4;24,0000;Yes;2;4;2;Highly Likely to Churn'
1450;New York;16,0000;73500;Research and Development;2;3;Long;Single;Bachelor;3;12,0000;Yes;4;4;3;Moderately Likely to Churn
1451;Atlanta;12,0000;78500;Product Management;3;4;Short;Married;Bachelor;4;18,0000;Yes;4;0;3;Highly Likely to Churn'
1452;Scranton;5,0000;70000;Sales;3;3;Medium;Married;Bachelor;3;34,6456;Yes;3;0;3;Moderately Likely to Churn
1453;Boston;9,0000;76000;Research and Development;4;4;Medium;Divorced;Bachelor;4;18,0000;Yes;4;3;2;Highly Likely to Churn'
1454;New York;3,0000;62500;Accounting;4;5;Long;Married;Bachelor;4;30,0000;Yes;3,5;0;2;Highly Likely to Churn'
1455;Los Angeles;3,0000;70500;Sales;1;4;Long;Single;Bachelor;3;12,0000;Yes;2;0;1;Highly Likely to Churn'
1456;San Francisco;16,0000;84000;Sales;2;4;Long;Divorced;High School;3;63,0000;Yes;4;4;3;Moderately Likely to Churn
1457;Boston;6,0000;68000;Research and Development;2;4;Short;Single;Master;4;18,0000;Yes;4;0;3;Moderately Likely to Churn
1458;New York;13,0000;72500;Procurement;5;4;Long;Single;Bachelor;4;12,0000;Yes;3;0;2;Highly Likely to Churn'
1459;New York;3,0000;70000;Legal;3;4;Medium;Divorced;High School;3;56,0000;Yes;4;0;3;Moderately Likely to Churn
1460;Philadelphia;6,0000;60500;Customer Service;2;4;Short;Single;High School;3;63,0000;Yes;3;0;2;Highly Likely to Churn'
1461;New York;5,0000;82000;Sales;4;4;Long;Married;Master;4;18,0000;Yes;4;0;3;Moderately Likely to Churn
1462;Scranton;6,0000;61000;Marketing;3;4;Medium;Single;Bachelor;3;24,0000;Yes;3;0;2;Highly Likely to Churn'
1463;Los Angeles;5,0000;72000;Product Management;3;4;Medium;Married;Bachelor;4;18,0000;Yes;4;0;2;Highly Likely to Churn'
1464;Chicago;12,0000;72500;Marketing;3;4;Long;Married;Master;3;30,0000;Yes;3,5;4;2;Highly Likely to Churn'
1465;Dallas;8,0000;69500;Human Resources;3;4;Medium;Married;High School;4;63,0000;Yes;3;0;2;Highly Likely to Churn'
1466;Seattle;14,0000;59000;Marketing;5;4;Long;Married;High School;3;34,6456;Yes;3;4;2;Highly Likely to Churn'
1467;Denver;12,0000;70000;Sales;4;4;Short;Married;Bachelor;4;18,0000;Yes;3,5;4;3;Highly Likely to Churn'
1468;Boston;6,0000;69000;Accounting;2;4;Short;Married;Bachelor;4;6,0000;Yes;3;0;3;Moderately Likely to Churn
1469;Philadelphia;9,0000;60000;Customer Service;3;4;Medium;Divorced;High School;3;40,0000;Yes;2;3;2;Highly Likely to Churn'
1470;Philadelphia;4,0000;65500;IT Support;2;4;Long;Single;Bachelor;4;30,0000;Yes;3;0;2;Highly Likely to Churn'
1471;Seattle;17,5000;72000;Customer Service;2;4;Medium;Divorced;High School;4;63,0000;Yes;4;0;3;Moderately Likely to Churn
1472;Philadelphia;6,0000;65000;Marketing;4;4;Medium;Single;High School;3;48,0000;Yes;3;0;2;Highly Likely to Churn'
1473;New York;8,0000;59000;Customer Service;2;4;Short;Divorced;High School;4;56,0000;Yes;3;0;2;Highly Likely to Churn'
1474;Chicago;4,0000;70000;IT Support;4;4;Long;Married;Bachelor;4;12,0000;Yes;4;0;2;Highly Likely to Churn'
1475;Chicago;14,0000;81000;Sales;3;4;Long;Married;Bachelor;3;24,0000;Yes;3;5;3;Moderately Likely to Churn
1476;Philadelphia;8,0000;66500;Marketing;5;4;Medium;Married;Bachelor;4;36,0000;Yes;4;1;3;Moderately Likely to Churn
1477;Chicago;11,0000;73000;Public Relations;3;3;Medium;Single;Bachelor;4;34,6456;Yes;4;4;3;Moderately Likely to Churn
1478;Los Angeles;6,0000;80500;Sales;4;3;Medium;Married;Bachelor;3;35,6702;Yes;3,5;0;2;Highly Likely to Churn'
1479;Philadelphia;12,0000;71500;Sales;4;4;Short;Single;Bachelor;3;30,0000;Yes;4;1;3;Moderately Likely to Churn
1480;Chicago;8,0000;54000;Research and Development;5;2;Long;Single;High School;3;34,6456;Yes;4;1;3;Moderately Likely to Churn
